FIRST,LAST,ATHLETE_ID,ATHLETE_NUM,POSITION,GUARD,DATE,TIMEPOINT,TP1,ACTIVITY_TYPE,PRACTICE_LAG,PLAYERLOAD,PL_MIN,TRIMP,IMA_A,IMA_D,IMA_L,IMA_R,EXP_EFF,IMA_JUMP_HIGH,JUMPS_TOTAL,EXP_RATIO,PERC_EXP_EFF,AVG_MINS,MIN_DEV,MINUTE,FG_PERC,FG_MADE,FG_TOTAL,FG_MISSED,X3PT_PERC,X3PT_MADE,X3PT_TOT,FT_PERC,FT_MADE,FT_TOTAL,FT_MISSED,ORB,DRB,REBOUND,FOULS,ASSIST,TURNOVER,BLOCKS,STEALS,POINTS,EFFICIENCY
Tavi,Habib,TV5,5,1,1,1/30/24,66,65,0,1,351.9416,4.54366,154.11133,3,3,7,2,18,3,52,0.51145,20,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,1/31/24,67,66,1,0,554.21248,5.48507,173.17825,4,6,4.5,5,29,19,149,0.52327,19.93127,27.36,-1.36,26,71.43,5,7,2,0,0,2,0,0,0,0,3,1,4,1,0,1,0,1,13,15
Tavi,Habib,TV5,5,1,1,2/2/24,68,67,0,1,485.60277,4.62491,177.5955,4,5,4,3,31,15,90,0.63838,23.48485,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,2/3/24,69,68,1,0,993.86456,7.26458,450.73033,10,8,15,16,68,19,174,0.6842,19.37322,27.36,7.64,35,38.46,5,13,8,16.67,1,6,0,0,2,2,2,2,4,0,2,0,0,2,11,9
Tavi,Habib,TV5,5,1,1,2/5/24,70,69,0,3,279.81403,4.28433,115.51567,6,3,3,1,25,12,35,0.89345,30.12048,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,2/7/24,72,71,0,1,582.17131,4.68836,233.85117,4,7,13,5,47,18,70,0.80732,24.86772,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,2/8/24,73,72,1,0,683.21429,6.64184,240.68366,11.5,5,15,10,58.5,34,190,0.85625,27.08333,27.36,7.64,35,50,5,10,5,25,1,4,50,1,2,1,1,7,8,3,0,2,0,0,12,12
Tavi,Habib,TV5,5,1,1,2/9/24,74,73,0,2,359.06872,5.8931,90.00283,2,1,0,0,8,5,46,0.2228,11.5942,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,2/10/24,75,74,0,1,475.26916,4.74954,203.28867,5,1,9,4,57,38,95,1.19932,31.84358,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,2/11/24,76,75,1,0,773.32665,5.6463,249.05133,6,3,7,7,36,13,109,0.46552,18.18182,27.36,0.64,28,40,4,10,6,40,2,5,0,0,0,0,2,0,2,2,0,2,0,2,10,6
Tavi,Habib,TV5,5,1,1,2/12/24,77,76,0,2,226.81256,4.0354,77.936,4,1,4,7,18,2,32,0.79361,26.86567,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,2/13/24,78,77,0,1,399.30772,3.91886,135.36983,0,1,3,2,14,8,73,0.35061,12.06897,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,2/14/24,79,78,1,0,674.95012,6.85577,211.62591,7.5,5,11,10.5,50.5,33,236,0.7482,23.11213,27.36,10.64,38,35.71,5,14,9,0,0,6,80,8,10,2,3,7,10,1,0,3,0,2,18,16
Tavi,Habib,TV5,5,1,1,2/16/24,80,79,0,1,392.23085,4.70872,167.79933,2,4,4,3,20,7,39,0.5099,20.61856,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,2/17/24,81,80,1,0,625.62893,6.09132,254.08008,6,3.5,9,8,35.5,18,156,0.56743,20.69971,27.36,10.64,38,54.55,6,11,5,0,0,3,0,0,1,1,2,1,3,3,0,0,0,2,12,11
Tavi,Habib,TV5,5,1,1,2/19/24,82,81,0,2,398.45167,4.04134,144.7385,3,3,6,6,31,13,62,0.77801,24.8,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,2/20/24,83,82,0,1,438.67947,5.07932,113.66317,3,13,16,24,61,5,47,1.39054,39.86928,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,2/21/24,84,83,1,0,660.2267,6.63403,250.80233,7,6,10,7.5,45.5,30,192,0.68916,21.513,27.36,8.64,36,53.33,8,15,7,25,1,4,50,2,4,2,3,4,7,2,0,1,0,0,19,16
Tavi,Habib,TV5,5,1,1,2/23/24,85,84,0,1,793.74393,4.66968,278.42867,6,5,4,5,26,6,97,0.32756,14.05405,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,2/24/24,86,85,1,0,1048.9923,7.28244,475.48883,13,15,22,29,105,26,118,1.00096,30.79179,27.36,11.64,39,41.67,5,12,7,75,3,4,0,0,2,2,1,4,5,2,2,2,1,3,13,13
Tavi,Habib,TV5,5,1,1,2/26/24,87,86,0,2,417.97644,5.28268,108.18183,5,6,2,4,18,1,42,0.43065,19.14894,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,2/27/24,88,87,0,1,604.2246,5.91112,186.90933,4,1,3,8,29,13,118,0.47995,16.38418,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tavi,Habib,TV5,5,1,1,2/28/24,89,88,1,0,581.71686,3.22261,262.15384,5,4.5,6,8,32,17,193,0.5501,19.39394,27.36,-5.36,22,57.14,4,7,3,50,1,2,100,2,2,0,2,5,7,0,2,1,0,3,11,19
Taylor,Jameson,TJ6,6,1,1,11/4/23,1,0,0,2,747.19964,7.02601,105.945,22,6,10,9,64,17,74,0.85653,33.16062,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,11/5/23,2,1,0,1,422.49496,4.45344,94.86667,3,1,0,2,6,0,79,0.14201,6.59341,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,11/6/23,3,2,1,0,433.91374,4.82468,90.10833,5,2,1.5,1.5,12,4,123,0.27655,11.37441,22.56,-7.56,15,33.33,2,6,4,25,1,4,0,0,0,0,0,1,1,1,0,0,0,0,5,2
Taylor,Jameson,TJ6,6,1,1,11/8/23,4,3,0,1,431.95948,4.67291,92.10733,6,5,10,6,31,4,48,0.71766,30.39216,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,11/9/23,5,4,1,0,566.98995,4.89933,194.08875,11.5,7.5,7.5,7.5,38,8,134,0.67021,22.41888,22.56,3.44,26,25,3,12,9,0,0,4,62.5,5,8,3,0,2,2,4,3,1,0,2,11,5
Taylor,Jameson,TJ6,6,1,1,11/10/23,6,5,0,2,396.24022,4.2237,105.4255,8,2,4,1,16,1,21,0.4038,25,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,11/11/23,7,6,0,1,94.23133,0.69914,137.1555,1,0,0,0,1,0,1,0.10612,11.11111,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,11/12/23,8,7,1,0,983.32897,7.29486,256.36067,25,9,8,9,58,7,107,0.58983,21.24542,22.56,9.44,32,77.78,7,9,2,50,1,2,50,1,2,1,0,2,2,1,5,2,0,1,16,19
Taylor,Jameson,TJ6,6,1,1,11/14/23,9,8,0,1,321.6043,3.23292,101.927,4,5,1,0,14,4,45,0.43532,16.47059,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,11/15/23,10,9,1,0,566.76722,6.00116,131.75633,12.5,4.5,5,5,31,8,147,0.54696,21.23288,22.56,0.44,23,40,2,5,3,50,2,4,75,3,4,1,0,1,1,1,1,3,0,2,9,6
Taylor,Jameson,TJ6,6,1,1,11/17/23,11,10,0,1,532.03987,3.98936,153.6405,10,1,0,7,25,7,60,0.46989,17.7305,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,11/18/23,12,11,1,0,349.50478,3.91304,115.74083,2,2.5,2,3,10.5,2,104,0.30043,11.22995,22.56,-8.56,14,14.29,1,7,6,0,0,2,100,4,4,0,0,3,3,1,0,3,0,1,6,1
Taylor,Jameson,TJ6,6,1,1,11/20/23,13,12,0,2,388.69517,4.0013,142.63067,5,12,9,22,51,3,45,1.31208,31.67702,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,11/21/23,14,13,0,1,605.16338,4.54751,160.31683,11,3,3,6,31,8,101,0.51226,18.56287,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,11/22/23,15,14,1,0,685.28606,5.19355,207.32033,18,10,11,12,59,8,98,0.86095,27.57009,22.56,-2.56,20,40,2,5,3,40,2,5,50,1,2,1,0,3,3,3,1,4,0,0,6,2
Taylor,Jameson,TJ6,6,1,1,11/24/23,16,15,0,2,504.45304,3.91029,160.73633,8,2,5,5,21,1,36,0.41629,21.64948,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,11/25/23,17,16,0,1,415.51175,4.6207,110.03633,2,1,4,2,12,3,99,0.2888,9.30233,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,11/26/23,18,17,1,0,608,6.17551,152.585,0,0,0,0,0,0,0,0,n/a,22.56,-6.56,16,66.67,4,6,2,33.33,1,3,0,5,0,-5,1,1,2,1,1,2,0,3,9,16
Taylor,Jameson,TJ6,6,1,1,11/28/23,19,18,0,5,543.74248,4.28808,218.07633,9,7,7,9,40,8,63,0.73564,26.66667,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,11/29/23,20,19,0,4,732.41505,5.0641,246.13833,15,3,9,5,37,5,67,0.50518,24.66667,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,11/30/23,21,20,0,3,408.02727,6.93503,132.61433,4,0,2,2,14,6,57,0.34311,17.94872,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/1/23,22,21,0,2,557.68496,5.66681,169.09333,9,3,6,1,23,4,48,0.41242,20.90909,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/2/23,23,22,0,1,416.37049,4.65055,116.14633,8,1,0,1,10,0,97,0.24017,8.77193,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/3/23,24,23,1,0,836.23093,5.89773,408.28317,15,11,6,8,45,5,122,0.53813,19.65066,22.56,3.44,26,16.67,2,12,10,50,4,8,0,0,0,0,0,4,4,4,1,1,0,1,16,11
Taylor,Jameson,TJ6,6,1,1,12/6/23,25,24,0,3,448.6037,5.24347,157.81517,7,0,3,3,18,5,53,0.40125,17.14286,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/7/23,26,25,0,2,472.10372,4.34823,173.23517,5,4,3,4,21,5,39,0.44482,21.42857,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/8/23,27,26,0,1,460.42438,4.69224,134.82833,5,2,3,1,17,6,80,0.36922,15.45455,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/9/23,28,27,1,0,670.6238,5.50107,331.2235,6,8,5,5,29,5,111,0.43243,16.20112,22.56,0.44,23,28.57,4,14,10,20,2,10,0,0,0,0,1,5,6,3,6,2,0,2,10,12
Taylor,Jameson,TJ6,6,1,1,12/12/23,29,28,0,5,610.60404,4.75521,255.3675,14,3,4,8,34,5,82,0.55683,25.37313,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/13/23,30,29,0,4,727.05013,4.72515,262.61817,11,4,5,3,30,7,83,0.41263,19.10828,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/17/23,33,32,0,1,401.91709,5.09424,147.19,3,1,1,2,11,4,66,0.27369,9.48276,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/18/23,34,33,1,0,659.61194,6.55165,326.19108,9,5,7,7.5,32,7,165,0.48513,17.58242,22.56,10.44,33,11.11,1,9,8,14.29,1,7,0,0,0,0,0,3,3,2,2,2,0,3,3,1
Taylor,Jameson,TJ6,6,1,1,12/20/23,35,34,0,2,528.6691,3.74568,141.754,8,2,6,7,30,7,42,0.56746,23.4375,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/21/23,36,35,0,1,499.23517,4.1811,200.81367,16,3,4,9,37,5,41,0.74113,31.35593,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/22/23,37,36,1,0,827.69862,6.3128,409.49883,18,16,10,13,63,6,98,0.76115,24.13793,22.56,3.44,26,22.22,2,9,7,0,0,3,33.33,1,3,2,1,3,4,0,2,1,0,1,10,7
Taylor,Jameson,TJ6,6,1,1,12/27/23,38,37,0,3,946.17631,6.6908,410.43217,14,4,6,8,37,5,71,0.39105,21.63743,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/28/23,39,38,0,2,454.17785,4.91618,160.783,10,5,4,4,23,0,20,0.50641,28.39506,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/29/23,40,39,0,1,599.96713,3.97687,225.79834,18,3,10,4,44,9,61,0.73337,28.94737,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,12/30/23,41,40,1,0,556.48036,4.6873,256.003,9,5.5,6.5,13.5,40,11,170,0.7188,24.02402,22.56,-5.56,17,37.5,3,8,5,33.33,2,6,50,1,2,1,1,5,6,2,2,0,0,1,9,12
Taylor,Jameson,TJ6,6,1,1,12/31/23,42,41,0,2,450.71479,4.37718,141.355,3,7,1,2,16,3,37,0.35499000000000003,13.33333,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/1/24,43,42,0,1,378.82662,3.63717,152.77367,1,5,7,4,19,2,66,0.50155,15.44715,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/2/24,44,43,1,0,510.19342,5.3237,241.55458,7,2,5,7,26.5,11,137,0.51941,18.86121,22.56,1.44,24,80,4,5,1,50,1,2,0,0,1,1,0,4,4,2,2,2,0,1,9,12
Taylor,Jameson,TJ6,6,1,1,1/4/24,45,44,0,3,858.60348,5.44216,394.2095,11,8,5,8,35,3,61,0.40764,20.58824,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/5/24,46,45,0,2,474.58521,4.06632,131.16217,8,1,6,4,23,4,15,0.48463,27.71084,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/6/24,47,46,0,1,396.05916,3.79712,131.24983,0,1,2,0,5,2,54,0.12624,8.19672,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/7/24,48,47,1,0,777.05399,6.42123,333.69833,11,6,4,10,37,6,90,0.47616000000000003,18.78173,22.56,7.44,30,42.86,3,7,4,50,2,4,100,2,2,0,0,3,3,2,0,1,0,0,10,8
Taylor,Jameson,TJ6,6,1,1,1/8/24,49,48,0,2,160.28503,2.01599,87.3425,1,0,0,1,3,1,5,0.18717,20,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/9/24,50,49,0,1,348.51834,3.27485,127.46183,4,2,3,3,14,2,23,0.4017,21.53846,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/10/24,51,50,1,0,417.38987,3.98365,184.48317,7.5,6,20,6.5,42.5,5,145,1.01823,26.81388,22.56,-9.56,13,40,2,5,3,50,1,2,100,3,3,0,0,1,1,1,1,0,0,0,8,7
Taylor,Jameson,TJ6,6,1,1,1/12/24,52,51,0,4,453.80035,5.15797,167.45467,6,3,3,4,19,3,44,0.41869,17.43119,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/13/24,53,52,0,3,520.45339,6.1356,177.27833,2,3,3,2,13,3,62,0.24978,11.50442,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/15/24,54,53,0,2,578.68954,5.05675,230.8435,7,8,10,10,42,7,48,0.72578,28.18792,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/17/24,56,55,1,0,606.8855,5.69095,255.69367,6.5,4.5,2.5,3,20.5,8,174,0.33779,15.95331,22.56,-1.56,21,14.29,1,7,6,16.67,1,6,87.5,7,8,1,1,1,2,2,1,0,0,0,10,6
Taylor,Jameson,TJ6,6,1,1,1/19/24,57,56,0,2,464.40863,5.24028,144.91867,7,2,1,0,12,2,59,0.25839,12.37113,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/20/24,58,57,0,1,417.24774,4.48586,142.0895,3,3,21,26,54,1,45,1.2942,42.85714,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/21/24,59,58,1,0,570.10794,5.95552,251.2645,8.5,6.5,4.5,6.5,30.5,9,132,0.53499,20.60811,22.56,3.44,26,44.44,4,9,5,33.33,1,3,100,1,1,0,1,1,2,4,2,1,0,0,10,8
Taylor,Jameson,TJ6,6,1,1,1/22/24,60,59,0,2,345.65554,5.96273,80.60033,2,0,1,1,4,0,53,0.11572,5.88235,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/23/24,61,60,0,1,435.59603,3.57503,153.63083,3,1,1,2,8,1,43,0.18366,11.76471,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor,Jameson,TJ6,6,1,1,1/24/24,62,61,1,0,755.27683,6.0802,294.08933,9,9,5,6,31,2,92,0.41045,18.23529,22.56,-4.56,18,50,2,4,2,50,1,2,100,2,2,0,0,1,1,2,1,2,0,0,7,5
